name,normalized_name,type,province,city,external_id,source,source_url,approval_status,institution_status
SMKS MVP ARS INTERNASIONAL,smks mvp ars internasional,smk,,Kota Bandung,20272026,school_pdf,,approved,Swasta
SMKS PAHLAWAN TOHA,smks pahlawan toha,smk,,Kota Bandung,20272028,school_pdf,,approved,Swasta
SMKS PASUNDAN 3 BANDUNG,smks pasundan 3 bandung,smk,,Kota Bandung,20219158,school_pdf,,approved,Swasta
SMKS PRAKARYA INTERNASIONAL 1 BANDUNG,smks prakarya internasional 1 bandung,smk,,Kota Bandung,20219151,school_pdf,,approved,Swasta
SMKS PRIMA GRAFIKA,smks prima grafika,smk,,Kota Bandung,20272033,school_pdf,,approved,Swasta
SMKS PROFITA BANDUNG,smks profita bandung,smk,,Kota Bandung,20219149,school_pdf,,approved,Swasta
SMKS TARUNA GANESHA,smks taruna ganesha,smk,,Kota Bandung,20252150,school_pdf,,approved,Swasta
SMKS WIDYA DIRGANTARA BANDUNG,smks widya dirgantara bandung,smk,,Kota Bandung,20265547,school_pdf,,approved,Swasta
Sekolah Menengah Atas Bina Bangsa School Bandung,sekolah menengah atas bina bangsa school bandung,sma,,Kab. Bandung,20270262,school_pdf,,approved,Swasta
SMA AL AMANAH CIWIDEY,sma al amanah ciwidey,sma,,Kab. Bandung,20227813,school_pdf,,approved,Swasta
SMA AL MASUDIYAH MARGAASIH,sma al masudiyah margaasih,sma,,Kab. Bandung,20227820,school_pdf,,approved,Swasta
SMA AL-HIDAYAH CIPARAY,sma al-hidayah ciparay,sma,,Kab. Bandung,20227821,school_pdf,,approved,Swasta
SMA AL-HUDA ARJASARI,sma al-huda arjasari,sma,,Kab. Bandung,20227819,school_pdf,,approved,Swasta
SMA BINA NEGARA 1 BALEENDAH,sma bina negara 1 baleendah,sma,,Kab. Bandung,20227830,school_pdf,,approved,Swasta
SMA HANDAYANI I ARJASARI,sma handayani i arjasari,sma,,Kab. Bandung,20251948,school_pdf,,approved,Swasta
SMA IT DANUL FALAH,sma it danul falah,sma,,Kab. Bandung,20228503,school_pdf,,approved,Swasta
SMA IT FITHRAH INSANI BALEENDAH,sma it fithrah insani baleendah,sma,,Kab. Bandung,70032175,school_pdf,,approved,Swasta
SMA KARANG ARUM CILENGKRANG,sma karang arum cilengkrang,sma,,Kab. Bandung,20227852,school_pdf,,approved,Swasta
SMA KARYA BUDI CILEUNYI,sma karya budi cileunyi,sma,,Kab. Bandung,20227853,school_pdf,,approved,Swasta
SMA KP 1 CIPARAY,sma kp 1 ciparay,sma,,Kab. Bandung,20227848,school_pdf,,approved,Swasta
SMA KP 2 CIPARAY,sma kp 2 ciparay,sma,,Kab. Bandung,20227842,school_pdf,,approved,Swasta
SMA KP BALEENDAH,sma kp baleendah,sma,,Kab. Bandung,20228442,school_pdf,,approved,Swasta
SMA KP BAROS ARJASARI,sma kp baros arjasari,sma,,Kab. Bandung,20227846,school_pdf,,approved,Swasta
SMA KP CICALENGKA,sma kp cicalengka,sma,,Kab. Bandung,20227814,school_pdf,,approved,Swasta
SMA KP CIWIDEY PASIRJAMBU,sma kp ciwidey pasirjambu,sma,,Kab. Bandung,20227849,school_pdf,,approved,Swasta
SMA MUHAMMADIYAH 2 MAJALAYA,sma muhammadiyah 2 majalaya,sma,,Kab. Bandung,20227860,school_pdf,,approved,Swasta
SMA MUHAMMADIYAH 6 KERTASARI,sma muhammadiyah 6 kertasari,sma,,Kab. Bandung,20227864,school_pdf,,approved,Swasta
SMA PASUNDAN BANJARAN,sma pasundan banjaran,sma,,Kab. Bandung,20251783,school_pdf,,approved,Swasta
SMA PASUNDAN MAJALAYA,sma pasundan majalaya,sma,,Kab. Bandung,20256636,school_pdf,,approved,Swasta
SMA PASUNDAN RANCAEKEK,sma pasundan rancaekek,sma,,Kab. Bandung,20227918,school_pdf,,approved,Swasta
SMA PEMUDA BANJARAN,sma pemuda banjaran,sma,,Kab. Bandung,20227875,school_pdf,,approved,Swasta
SMA PGRI 31 PANGALENGAN,sma pgri 31 pangalengan,sma,,Kab. Bandung,20227871,school_pdf,,approved,Swasta
SMA PGRI CICALENGKA,sma pgri cicalengka,sma,,Kab. Bandung,20251784,school_pdf,,approved,Swasta
SMA PGRI RANCAEKEK,sma pgri rancaekek,sma,,Kab. Bandung,20206133,school_pdf,,approved,Swasta
SMA PLUS MERDEKA SOREANG,sma plus merdeka soreang,sma,,Kab. Bandung,20227878,school_pdf,,approved,Swasta
SMA PLUS TEBAR ILMU CIPARAY,sma plus tebar ilmu ciparay,sma,,Kab. Bandung,20227921,school_pdf,,approved,Swasta
SMA TERPADU BANDUNG IBUN,sma terpadu bandung ibun,sma,,Kab. Bandung,20227882,school_pdf,,approved,Swasta
SMA TUNAS BARU CIPARAY,sma tunas baru ciparay,sma,,Kab. Bandung,20227884,school_pdf,,approved,Swasta
SMA YADIKA CICALENGKA,sma yadika cicalengka,sma,,Kab. Bandung,20251788,school_pdf,,approved,Swasta
SMA YP BINA BANGSA,sma yp bina bangsa,sma,,Kab. Bandung,20227825,school_pdf,,approved,Swasta
SMA YUMIK BANJARAN,sma yumik banjaran,sma,,Kab. Bandung,20227887,school_pdf,,approved,Swasta
SMAN 1 BANJARAN,sman 1 banjaran,sma,,Kab. Bandung,20251791,school_pdf,,approved,Negeri
SMAN 1 BOJONGSOANG,sman 1 bojongsoang,sma,,Kab. Bandung,20227903,school_pdf,,approved,Negeri
SMAN 1 CICALENGKA,sman 1 cicalengka,sma,,Kab. Bandung,20251792,school_pdf,,approved,Negeri
SMAN 1 CIKANCUNG,sman 1 cikancung,sma,,Kab. Bandung,20227904,school_pdf,,approved,Negeri
SMAN 1 CIMALAKA,sman 1 cimalaka,sma,,Kab. Sumedang,20235619,school_pdf,,approved,Negeri
SMAN 1 CIPARAY,sman 1 ciparay,sma,,Kab. Bandung,20206145,school_pdf,,approved,Negeri
SMAN 1 CIWIDEY,sman 1 ciwidey,sma,,Kab. Bandung,20206213,school_pdf,,approved,Negeri
SMAN 1 DAYEUHKOLOT,sman 1 dayeuhkolot,sma,,Kab. Bandung,20227889,school_pdf,,approved,Negeri
SMAN 1 KATAPANG,sman 1 katapang,sma,,Kab. Bandung,20227905,school_pdf,,approved,Negeri
SMAN 1 KERTASARI,sman 1 kertasari,sma,,Kab. Bandung,20227906,school_pdf,,approved,Negeri
SMAN 1 MAJALAYA,sman 1 majalaya,sma,,Kab. Bandung,20206210,school_pdf,,approved,Negeri
SMKS BHAKTI NUSANTARA,smks bhakti nusantara,smk,,Kab. Sumedang,20253782,school_pdf,,approved,Swasta
SMAN 1 MARGAASIH,sman 1 margaasih,sma,,Kab. Bandung,20227907,school_pdf,,approved,Negeri
SMAN 1 NAGREG,sman 1 nagreg,sma,,Kab. Bandung,20227900,school_pdf,,approved,Negeri
SMAN 1 PANGALENGAN,sman 1 pangalengan,sma,,Kab. Bandung,20206207,school_pdf,,approved,Negeri
SMAN 1 RANCAEKEK,sman 1 rancaekek,sma,,Kab. Bandung,20254054,school_pdf,,approved,Negeri
SMAN 1 SOREANG,sman 1 soreang,sma,,Kab. Bandung,20206205,school_pdf,,approved,Negeri
SMAN 2 SUMEDANG,sman 2 sumedang,sma,,Kab. Sumedang,20208420,school_pdf,,approved,Negeri
SMAN JATINUNGGAL,sman jatinunggal,sma,,Kab. Sumedang,20208423,school_pdf,,approved,Negeri
SMAS AL FIIL,smas al fiil,sma,,Kab. Bandung,20240394,school_pdf,,approved,Swasta
SMAS ISLAM TERPADU SASAMA,smas islam terpadu sasama,sma,,Kab. Bandung,20273960,school_pdf,,approved,Swasta
SMAS YKM TANJUNGSARI,smas ykm tanjungsari,sma,,Kab. Sumedang,20235629,school_pdf,,approved,Swasta
SMK 2 LPPM RI MAJALAYA,smk 2 lppm ri majalaya,smk,,Kab. Bandung,20228539,school_pdf,,approved,Swasta
SMK AGRO,smk agro,smk,,Kab. Sumedang,69968414,school_pdf,,approved,Swasta
SMK AKAR ILMU,smk akar ilmu,smk,,Kab. Bandung,69820637,school_pdf,,approved,Swasta
SMK AL-ISLAM PACET,smk al-islam pacet,smk,,Kab. Bandung,20228512,school_pdf,,approved,Swasta
SMK ANGKASA 1 MARGAHAYU,smk angkasa 1 margahayu,smk,,Kab. Bandung,20228515,school_pdf,,approved,Swasta
SMK BAKTI NUSANTARA 666,smk bakti nusantara 666,smk,,Kab. Bandung,20267919,school_pdf,,approved,Swasta
SMK BANDUNG TIMUR,smk bandung timur,smk,,Kab. Bandung,20227929,school_pdf,,approved,Swasta
SMK BINA INSANI IBUN,smk bina insani ibun,smk,,Kab. Bandung,69894045,school_pdf,,approved,Swasta
SMK BINA NEGARA BALEENDAH,smk bina negara baleendah,smk,,Kab. Bandung,20229822,school_pdf,,approved,Swasta
SMK BPI 64,smk bpi 64,smk,,Kab. Bandung,69955233,school_pdf,,approved,Swasta
SMK BUDI BAKTI CIWIDEY,smk budi bakti ciwidey,smk,,Kab. Bandung,20227934,school_pdf,,approved,Swasta
SMK BUSTANUL ULUM,smk bustanul ulum,smk,,Kab. Bandung,20269316,school_pdf,,approved,Swasta
SMK CENDIKIA PASEH,smk cendikia paseh,smk,,Kab. Bandung,69774725,school_pdf,,approved,Swasta
SMK DHARMA AGUNG,smk dharma agung,smk,,Kab. Bandung,69725847,school_pdf,,approved,Swasta
SMK GPI SOLOKANJERUK,smk gpi solokanjeruk,smk,,Kab. Bandung,20271838,school_pdf,,approved,Swasta
SMK HANDAYANI BANJARAN,smk handayani banjaran,smk,,Kab. Bandung,20227940,school_pdf,,approved,Swasta
SMK INFORMATIKA TERPADU BANDUNG,smk informatika terpadu bandung,smk,,Kab. Bandung,20268699,school_pdf,,approved,Swasta
SMK ITIKURIH HIBARNA CIPARAY,smk itikurih hibarna ciparay,smk,,Kab. Bandung,20256565,school_pdf,,approved,Swasta
SMK KARYA PERMATA,smk karya permata,smk,,Kab. Bandung,20259581,school_pdf,,approved,Swasta
SMK KP 1 MAJALAYA,smk kp 1 majalaya,smk,,Kab. Bandung,20227945,school_pdf,,approved,Swasta
SMK KP BALEENDAH,smk kp baleendah,smk,,Kab. Bandung,20227949,school_pdf,,approved,Swasta
SMK KP PASEH,smk kp paseh,smk,,Kab. Bandung,69870903,school_pdf,,approved,Swasta
SMK MANDALASARI,smk mandalasari,smk,,Kab. Bandung,20259585,school_pdf,,approved,Swasta
SMAN 1 BEBER,sman 1 beber,sma,,Kab. Cirebon,20214968,school_pdf,,approved,Negeri
SMK MARGA INSAN KAMIL,smk marga insan kamil,smk,,Kab. Bandung,69876152,school_pdf,,approved,Swasta
SMK MARHAS MARGAHAYU,smk marhas margahayu,smk,,Kab. Bandung,20259586,school_pdf,,approved,Swasta
SMK MERDEKA SOREANG,smk merdeka soreang,smk,,Kab. Bandung,20228546,school_pdf,,approved,Swasta
SMK MUHAMMADIYAH MAJALAYA,smk muhammadiyah majalaya,smk,,Kab. Bandung,20227959,school_pdf,,approved,Swasta
SMK NEGERI SITURAJA,smk negeri situraja,smk,,Kab. Sumedang,20235632,school_pdf,,approved,Negeri
SMK PASUNDAN 1 BANJARAN,smk pasundan 1 banjaran,smk,,Kab. Bandung,20206223,school_pdf,,approved,Swasta
SMK PASUNDAN MAJALAYA,smk pasundan majalaya,smk,,Kab. Bandung,20256632,school_pdf,,approved,Swasta
SMK PEMBANGUNAN INDONESIA SUMEDANG,smk pembangunan indonesia sumedang,smk,,Kab. Sumedang,69964868,school_pdf,,approved,Swasta
SMK PENIDA 2 KATAPANG,smk penida 2 katapang,smk,,Kab. Bandung,20227964,school_pdf,,approved,Swasta
SMK PERINTIS,smk perintis,smk,,Kab. Bandung,20271839,school_pdf,,approved,Swasta
SMK PGRI 35 SOLOKAN JERUK,smk pgri 35 solokan jeruk,smk,,Kab. Bandung,20228549,school_pdf,,approved,Swasta
SMK PIB PASIRJAMBU,smk pib pasirjambu,smk,,Kab. Bandung,69831494,school_pdf,,approved,Swasta
SMK PLUS PRATAMA ADI,smk plus pratama adi,smk,,Kab. Bandung,20257433,school_pdf,,approved,Swasta
SMK PP NEGERI SUMEDANG,smk pp negeri sumedang,smk,,Kab. Sumedang,20254838,school_pdf,,approved,Negeri
SMK TAMANSISWA RANCAEKEK,smk tamansiswa rancaekek,smk,,Kab. Bandung,20227966,school_pdf,,approved,Swasta
SMK Taruna Harapan Bangsa,smk taruna harapan bangsa,smk,,Kab. Bandung,70030268,school_pdf,,approved,Swasta
SMK WIDYA UTAMA,smk widya utama,smk,,Kab. Bandung,20253960,school_pdf,,approved,Swasta
SMK YADIKA 2 CIJAGRA PASEH,smk yadika 2 cijagra paseh,smk,,Kab. Bandung,20256568,school_pdf,,approved,Swasta
SMK YADIKA SOREANG,smk yadika soreang,smk,,Kab. Bandung,69858468,school_pdf,,approved,Swasta
SMK YASTRIB,smk yastrib,smk,,Kab. Bandung,20272113,school_pdf,,approved,Swasta
SMK YPAI RAHAYU,smk ypai rahayu,smk,,Kab. Bandung,69812110,school_pdf,,approved,Swasta
SMKN 1 ARJASARI,smkn 1 arjasari,smk,,Kab. Bandung,69967685,school_pdf,,approved,Negeri
SMKN 1 CILENGKRANG,smkn 1 cilengkrang,smk,,Kab. Bandung,69929705,school_pdf,,approved,Negeri
SMKN 1 KATAPANG,smkn 1 katapang,smk,,Kab. Bandung,20206214,school_pdf,,approved,Negeri
SMKN 1 RANCAEKEK,smkn 1 rancaekek,smk,,Kab. Bandung,20229783,school_pdf,,approved,Negeri
SMKN 1 SOREANG,smkn 1 soreang,smk,,Kab. Bandung,20271834,school_pdf,,approved,Negeri
SMKN 1 SUMEDANG,smkn 1 sumedang,smk,,Kab. Sumedang,20208393,school_pdf,,approved,Negeri
SMKN 2 BALEENDAH,smkn 2 baleendah,smk,,Kab. Bandung,20206226,school_pdf,,approved,Negeri
SMKN 2 SUMEDANG,smkn 2 sumedang,smk,,Kab. Sumedang,20208394,school_pdf,,approved,Negeri
SMKN 3 BALEENDAH,smkn 3 baleendah,smk,,Kab. Bandung,20206225,school_pdf,,approved,Negeri
SMKN 5 PANGALENGAN,smkn 5 pangalengan,smk,,Kab. Bandung,20206215,school_pdf,,approved,Negeri
SMKN 7 BALEENDAH,smkn 7 baleendah,smk,,Kab. Bandung,20229784,school_pdf,,approved,Negeri
SMKS AL INSANI CICALENGKA,smks al insani cicalengka,smk,,Kab. Bandung,69956672,school_pdf,,approved,Swasta
SMKS AL MAMUN CIBUGEL,smks al mamun cibugel,smk,,Kab. Sumedang,60728700,school_pdf,,approved,Swasta
SMKS INFORMATIKA SUMEDANG,smks informatika sumedang,smk,,Kab. Sumedang,20235636,school_pdf,,approved,Swasta
SMKS KARYA NUSANTARA,smks karya nusantara,smk,,Kab. Bandung,69774724,school_pdf,,approved,Swasta
SMKS KORPRI SUMEDANG,smks korpri sumedang,smk,,Kab. Sumedang,20208395,school_pdf,,approved,Swasta
SMKS MA ARIF TERPADU CICALENGKA,smks ma arif terpadu cicalengka,smk,,Kab. Bandung,69956589,school_pdf,,approved,Swasta
SMKS NUR KAUTSAR,smks nur kautsar,smk,,Kab. Bandung,69726560,school_pdf,,approved,Swasta
SMKS PASUNDAN JATINANGOR,smks pasundan jatinangor,smk,,Kab. Sumedang,20254180,school_pdf,,approved,Swasta
SMKS PATRIOT SUMEDANG,smks patriot sumedang,smk,,Kab. Sumedang,20254178,school_pdf,,approved,Swasta
SMKS PERKASA 2 SUMEDANG,smks perkasa 2 sumedang,smk,,Kab. Sumedang,20208404,school_pdf,,approved,Swasta
SMKS PGRI 2 SUMEDANG,smks pgri 2 sumedang,smk,,Kab. Sumedang,20235639,school_pdf,,approved,Swasta
SMKS PGRI SITURAJA,smks pgri situraja,smk,,Kab. Sumedang,69812109,school_pdf,,approved,Swasta
SMAS PUTRA NIRMALA CIREBON,smas putra nirmala cirebon,sma,,Kota Cirebon,20222355,school_pdf,,approved,Swasta
SMKS WIDYA NUSANTARA SUMEDANG,smks widya nusantara sumedang,smk,,Kab. Sumedang,20235641,school_pdf,,approved,Swasta
SMKS YP GEUSAN ULUN,smks yp geusan ulun,smk,,Kab. Sumedang,20208400,school_pdf,,approved,Swasta
SMA NEGERI 1 CANTIGI,sma negeri 1 cantigi,sma,,Kab. Indramayu,69962245,school_pdf,,approved,Negeri
SMA NEGERI 1 SUKRA,sma negeri 1 sukra,sma,,Kab. Indramayu,69948448,school_pdf,,approved,Negeri
SMA NU KARANGANYAR,sma nu karanganyar,sma,,Kab. Indramayu,69880471,school_pdf,,approved,Swasta
SMA NURUL FAJRI,sma nurul fajri,sma,,Kab. Majalengka,69900793,school_pdf,,approved,Swasta
SMAN 1 BANTARUJEG,sman 1 bantarujeg,sma,,Kab. Majalengka,20213887,school_pdf,,approved,Negeri
SMAN 1 CIKIJING,sman 1 cikijing,sma,,Kab. Majalengka,20213873,school_pdf,,approved,Negeri
SMAN 1 JATIBARANG,sman 1 jatibarang,sma,,Kab. Indramayu,20215979,school_pdf,,approved,Negeri
SMAN 1 JATITUJUH,sman 1 jatitujuh,sma,,Kab. Majalengka,20213884,school_pdf,,approved,Negeri
SMAN 1 JUNTINYUAT,sman 1 juntinyuat,sma,,Kab. Indramayu,20264424,school_pdf,,approved,Negeri
SMAN 1 KADIPATEN,sman 1 kadipaten,sma,,Kab. Majalengka,20213897,school_pdf,,approved,Negeri
SMAN 1 KANDANGHAUR,sman 1 kandanghaur,sma,,Kab. Indramayu,20215978,school_pdf,,approved,Negeri
SMAN 1 KASOKANDEL,sman 1 kasokandel,sma,,Kab. Majalengka,20213883,school_pdf,,approved,Negeri
SMAN 1 KEDOKANBUNDER,sman 1 kedokanbunder,sma,,Kab. Indramayu,20264425,school_pdf,,approved,Negeri
SMAN 1 LIGUNG,sman 1 ligung,sma,,Kab. Majalengka,20213895,school_pdf,,approved,Negeri
SMAN 1 SINDANGWANGI,sman 1 sindangwangi,sma,,Kab. Majalengka,20258140,school_pdf,,approved,Negeri
SMAN 1 SUKAGUMIWANG,sman 1 sukagumiwang,sma,,Kab. Indramayu,20215977,school_pdf,,approved,Negeri
SMAN 1 SUMBERJAYA,sman 1 sumberjaya,sma,,Kab. Majalengka,20247182,school_pdf,,approved,Negeri
SMAN 1 TALAGA,sman 1 talaga,sma,,Kab. Majalengka,20213891,school_pdf,,approved,Negeri
SMAN 1 TERISI,sman 1 terisi,sma,,Kab. Indramayu,20215982,school_pdf,,approved,Negeri
SMAN 1 TUKDANA,sman 1 tukdana,sma,,Kab. Indramayu,20215983,school_pdf,,approved,Negeri
SMAN 2 INDRAMAYU,sman 2 indramayu,sma,,Kab. Indramayu,20215993,school_pdf,,approved,Negeri
SMAS DARUL FIKRI BUGIS,smas darul fikri bugis,sma,,Kab. Indramayu,20216211,school_pdf,,approved,Swasta
SMAS ISLAM AT-TAQWA KANDANGHAUR,smas islam at-taqwa kandanghaur,sma,,Kab. Indramayu,20216208,school_pdf,,approved,Swasta
SMAS MAARIF LOH BENER,smas maarif loh bener,sma,,Kab. Indramayu,20233751,school_pdf,,approved,Swasta
SMAS NU JUNTINYUAT,smas nu juntinyuat,sma,,Kab. Indramayu,20216201,school_pdf,,approved,Swasta
SMAS P MKGR KERTASEMAYA,smas p mkgr kertasemaya,sma,,Kab. Indramayu,20216197,school_pdf,,approved,Swasta
SMAS PGRI 1 SINDANG,smas pgri 1 sindang,sma,,Kab. Indramayu,20216196,school_pdf,,approved,Swasta
SMAS PGRI GABUS WETAN,smas pgri gabus wetan,sma,,Kab. Indramayu,20215990,school_pdf,,approved,Swasta
SMAS YSMP CANDRADIMUKA,smas ysmp candradimuka,sma,,Kab. Indramayu,20216212,school_pdf,,approved,Swasta
SMK AL MUSTAQIM CIKEDUNG,smk al mustaqim cikedung,smk,,Kab. Indramayu,69947092,school_pdf,,approved,Swasta
SMK AL MUSTHOFA INDRAMAYU,smk al musthofa indramayu,smk,,Kab. Indramayu,69948290,school_pdf,,approved,Swasta
SMK BENTENG PANCASILA,smk benteng pancasila,smk,,Kab. Indramayu,69947224,school_pdf,,approved,Swasta
SMK Bhak Pasundan,smk bhak pasundan,smk,,Kab. Indramayu,70029069,school_pdf,,approved,Swasta
SMK BINA WIRAUSAHA TALAGA,smk bina wirausaha talaga,smk,,Kab. Majalengka,69764522,school_pdf,,approved,Swasta
SMK DZUL ZALALI WA IKROM ANJATAN,smk dzul zalali wa ikrom anjatan,smk,,Kab. Indramayu,69945952,school_pdf,,approved,Swasta
SMK Insan Kamil,smk insan kamil,smk,,Kab. Indramayu,69894394,school_pdf,,approved,Swasta
SMK ISLAM TERPADU SABILILLAH,smk islam terpadu sabilillah,smk,,Kab. Indramayu,70004640,school_pdf,,approved,Swasta
SMK KORPRI MAJALENGKA,smk korpri majalengka,smk,,Kab. Majalengka,20213854,school_pdf,,approved,Swasta
SMK MAARIF AL MIZAN,smk maarif al mizan,smk,,Kab. Majalengka,69893742,school_pdf,,approved,Swasta
SMK MADINATUL ROSUL LOHBENER,smk madinatul rosul lohbener,smk,,Kab. Indramayu,69945954,school_pdf,,approved,Swasta
SMK NAHDLATUL ULAMA KRANGKENG,smk nahdlatul ulama krangkeng,smk,,Kab. Indramayu,20268575,school_pdf,,approved,Swasta
SMK NAHDLATUL ULAMA LOSARANG,smk nahdlatul ulama losarang,smk,,Kab. Indramayu,69849580,school_pdf,,approved,Swasta
SMK NU AL BASYARIYAH KEDOKANBUNDER,smk nu al basyariyah kedokanbunder,smk,,Kab. Indramayu,20269849,school_pdf,,approved,Swasta
SMK NU AMPERA,smk nu ampera,smk,,Kab. Indramayu,69887367,school_pdf,,approved,Swasta
SMK NU CIKEDUNG,smk nu cikedung,smk,,Kab. Indramayu,69849585,school_pdf,,approved,Swasta
SMK NU DARMA AJI,smk nu darma aji,smk,,Kab. Indramayu,69947287,school_pdf,,approved,Swasta
SMK NU LEMAH AYU,smk nu lemah ayu,smk,,Kab. Indramayu,69889032,school_pdf,,approved,Swasta
SMK NU PEMBANGUNAN BONGAS,smk nu pembangunan bongas,smk,,Kab. Indramayu,69831539,school_pdf,,approved,Swasta
SMK NUSANTARA AKHFAS,smk nusantara akhfas,smk,,Kab. Indramayu,69939998,school_pdf,,approved,Swasta
SMK SENI INDRAMAYU,smk seni indramayu,smk,,Kab. Indramayu,69888852,school_pdf,,approved,Swasta
SMK YPIB MAJALENGKA,smk ypib majalengka,smk,,Kab. Majalengka,20247195,school_pdf,,approved,Swasta
SMKN 1 ANJATAN,smkn 1 anjatan,smk,,Kab. Indramayu,20216005,school_pdf,,approved,Negeri
SMKN 1 ARAHAN,smkn 1 arahan,smk,,Kab. Indramayu,20271076,school_pdf,,approved,Negeri
SMKN 1 BALONGAN,smkn 1 balongan,smk,,Kab. Indramayu,20233758,school_pdf,,approved,Negeri
SMKN 1 BONGAS,smkn 1 bongas,smk,,Kab. Indramayu,20233759,school_pdf,,approved,Negeri
SMKN 1 INDRAMAYU,smkn 1 indramayu,smk,,Kab. Indramayu,20216004,school_pdf,,approved,Negeri
SMKN 1 JATIBARANG,smkn 1 jatibarang,smk,,Kab. Indramayu,20233761,school_pdf,,approved,Negeri
SMKN 1 KANDANGHAUR,smkn 1 kandanghaur,smk,,Kab. Indramayu,20216003,school_pdf,,approved,Negeri
SMKN 1 KERTAJATI,smkn 1 kertajati,smk,,Kab. Majalengka,20263964,school_pdf,,approved,Negeri
SMKN 1 KRANGKENG,smkn 1 krangkeng,smk,,Kab. Indramayu,20241355,school_pdf,,approved,Negeri
SMKN 1 LELEA,smkn 1 lelea,smk,,Kab. Indramayu,20216002,school_pdf,,approved,Negeri
SMKN 1 LEMAHSUGIH,smkn 1 lemahsugih,smk,,Kab. Majalengka,20263968,school_pdf,,approved,Negeri
SMKN 1 LEUWIMUNDING,smkn 1 leuwimunding,smk,,Kab. Majalengka,69944965,school_pdf,,approved,Negeri
SMKN 1 LOSARANG,smkn 1 losarang,smk,,Kab. Indramayu,20216001,school_pdf,,approved,Negeri
SMKN 1 MAJA,smkn 1 maja,smk,,Kab. Majalengka,20213857,school_pdf,,approved,Negeri
SMKN 1 MALAUSMA,smkn 1 malausma,smk,,Kab. Majalengka,69812059,school_pdf,,approved,Negeri
SMKN 1 PALASAH,smkn 1 palasah,smk,,Kab. Majalengka,20247197,school_pdf,,approved,Negeri
SMKN 1 PANYINGKIRAN,smkn 1 panyingkiran,smk,,Kab. Majalengka,20247198,school_pdf,,approved,Negeri
SMKN 1 SINDANG,smkn 1 sindang,smk,,Kab. Indramayu,20215998,school_pdf,,approved,Negeri
SMKN 1 SUKRA,smkn 1 sukra,smk,,Kab. Indramayu,20255284,school_pdf,,approved,Negeri
SMKN 1 TALAGA,smkn 1 talaga,smk,,Kab. Majalengka,20213872,school_pdf,,approved,Negeri
SMKN 2 INDRAMAYU,smkn 2 indramayu,smk,,Kab. Indramayu,20215997,school_pdf,,approved,Negeri
SMKS AL HUDA KEDUNGWUNGU,smks al huda kedungwungu,smk,,Kab. Indramayu,20253847,school_pdf,,approved,Swasta
SMKS An Nur Sukagumiwang,smks an nur sukagumiwang,smk,,Kab. Indramayu,69754611,school_pdf,,approved,Swasta
SMKS BANGUN BANGSA MANDIRI,smks bangun bangsa mandiri,smk,,Kab. Indramayu,20233754,school_pdf,,approved,Swasta
SMKS CENDEKIA WANASARI,smks cendekia wanasari,smk,,Kab. Indramayu,20253554,school_pdf,,approved,Swasta
SMKS DARUL ULUM KERTASEMAYA,smks darul ulum kertasemaya,smk,,Kab. Indramayu,20268572,school_pdf,,approved,Swasta
SMKS Dharma Negara,smks dharma negara,smk,,Kab. Indramayu,69786575,school_pdf,,approved,Swasta
SMKS ENDANG DARMA AYU INDRAMAYU,smks endang darma ayu indramayu,smk,,Kab. Indramayu,20216010,school_pdf,,approved,Swasta
SMKS HASANUDIN KANDANGHAUR,smks hasanudin kandanghaur,smk,,Kab. Indramayu,20253107,school_pdf,,approved,Swasta
SMAN 1 BABAKAN,sman 1 babakan,sma,,Kab. Cirebon,20214969,school_pdf,,approved,Negeri
SMKS IBS TATHMAINUL QULUUB,smks ibs tathmainul quluub,smk,,Kab. Indramayu,20271883,school_pdf,,approved,Swasta
SMKS ISLAM AL MUAMMILIN,smks islam al muammilin,smk,,Kab. Indramayu,20268573,school_pdf,,approved,Swasta
SMKS KEBANGSAAN LOSARANG,smks kebangsaan losarang,smk,,Kab. Indramayu,20253564,school_pdf,,approved,Swasta
SMKS MIFTAHUL JANNAH LELEA,smks miftahul jannah lelea,smk,,Kab. Indramayu,69759191,school_pdf,,approved,Swasta
SMKS MUHAMMADIYAH HAURGEULIS,smks muhammadiyah haurgeulis,smk,,Kab. Indramayu,20216007,school_pdf,,approved,Swasta
SMKS NASIONAL INDRAMAYU,smks nasional indramayu,smk,,Kab. Indramayu,20215973,school_pdf,,approved,Swasta
SMKS NASIONAL JATIWANGI,smks nasional jatiwangi,smk,,Kab. Majalengka,69764523,school_pdf,,approved,Swasta
SMKS NU KAPLONGAN,smks nu kaplongan,smk,,Kab. Indramayu,20215996,school_pdf,,approved,Swasta
SMKS NU KERTASEMAYA,smks nu kertasemaya,smk,,Kab. Indramayu,20268574,school_pdf,,approved,Swasta
SMKS Pembaharuan Gantar,smks pembaharuan gantar,smk,,Kab. Indramayu,69786578,school_pdf,,approved,Swasta
SMKS PEMBANGUNAN TUKDANA,smks pembangunan tukdana,smk,,Kab. Indramayu,20270665,school_pdf,,approved,Swasta
SMKS PERJUANGAN BANGSA LIGUNG,smks perjuangan bangsa ligung,smk,,Kab. Majalengka,20263967,school_pdf,,approved,Swasta
SMKS PGRI DAWUAN,smks pgri dawuan,smk,,Kab. Majalengka,20213856,school_pdf,,approved,Swasta
SMKS PGRI JATIBARANG,smks pgri jatibarang,smk,,Kab. Indramayu,20215971,school_pdf,,approved,Swasta
