name,normalized_name,type,province,city,external_id,source,source_url,approval_status,institution_status
SMA PGRI CIAMBAR,sma pgri ciambar,sma,,Kab. Sukabumi,69888716,school_pdf,,approved,Swasta
SMA PGRI CIDAHU,sma pgri cidahu,sma,,Kab. Sukabumi,69888787,school_pdf,,approved,Swasta
SMAN 1 KROYA,sman 1 kroya,sma,,Kab. Indramayu,20215975,school_pdf,,approved,Negeri
SMAN 1 TENJO,sman 1 tenjo,sma,,Kab. Bogor,20231338,school_pdf,,approved,Negeri
SMAN 1 CIOMAS,sman 1 ciomas,sma,,Kab. Bogor,20232374,school_pdf,,approved,Negeri
SMAN 1 SUKASARI,sman 1 sukasari,sma,,Kab. Purwakarta,20229747,school_pdf,,approved,Negeri
SMK ASSHIDDIQIYAH 10,smk asshiddiqiyah 10,smk,,Kab. Cianjur,69830537,school_pdf,,approved,Swasta
SMAS AL HASANAH,smas al hasanah,sma,,Kab. Bogor,20253857,school_pdf,,approved,Swasta
SMAS AL HIKMAH,smas al hikmah,sma,,Kab. Bogor,20268875,school_pdf,,approved,Swasta
SMAS ASHRIYAH NURUL IMAN,smas ashriyah nurul iman,sma,,Kab. Bogor,20257671,school_pdf,,approved,Swasta
SMK 98 CIAWI,smk 98 ciawi,smk,,Kab. Bogor,69877904,school_pdf,,approved,Swasta
SMK AL-MUHSININ,smk al-muhsinin,smk,,Kab. Bandung,69955507,school_pdf,,approved,Swasta
SMAS IBNU HAJAR,smas ibnu hajar,sma,,Kab. Bogor,20232339,school_pdf,,approved,Swasta
SMAS MUHAMMADIYAH CILEUNGSI,smas muhammadiyah cileungsi,sma,,Kab. Bogor,20200677,school_pdf,,approved,Swasta
SMAS MUHAMMADIYAH PAMIJAHAN,smas muhammadiyah pamijahan,sma,,Kab. Bogor,20232368,school_pdf,,approved,Swasta
SMAN 6 BOGOR,sman 6 bogor,sma,,Kota Bogor,20220335,school_pdf,,approved,Negeri
SMAN 1 CIGUDEG,sman 1 cigudeg,sma,,Kab. Bogor,20231325,school_pdf,,approved,Negeri
SMAN 1 CIJERUK,sman 1 cijeruk,sma,,Kab. Bogor,20271050,school_pdf,,approved,Negeri
SMAN 1 CISARUA,sman 1 cisarua,sma,,Kab. Bogor,20232375,school_pdf,,approved,Negeri
SMAN 1 GUNUNG SINDUR,sman 1 gunung sindur,sma,,Kab. Bogor,20231331,school_pdf,,approved,Negeri
SMAN 1 JASINGA,sman 1 jasinga,sma,,Kab. Bogor,20200587,school_pdf,,approved,Negeri
SMAN 1 TAJURHALANG,sman 1 tajurhalang,sma,,Kab. Bogor,20232371,school_pdf,,approved,Negeri
SMKS JOYOREJO,smks joyorejo,smk,,Kab. Bogor,69728240,school_pdf,,approved,Swasta
SMAN 1 BABAKAN MADANG,sman 1 babakan madang,sma,,Kab. Bogor,20231322,school_pdf,,approved,Negeri
SMAN 1 CIAMPEA,sman 1 ciampea,sma,,Kab. Bogor,20200676,school_pdf,,approved,Negeri
SMKS KARYA INSANI,smks karya insani,smk,,Kab. Bogor,69728750,school_pdf,,approved,Swasta
SMA IT DARUL QUR`AN MULIA,sma it darul qur`an mulia,sma,,Kab. Bogor,70035800,school_pdf,,approved,Swasta
SMKS JAYABEKA 03,smks jayabeka 03,smk,,Kab. Karawang,69774547,school_pdf,,approved,Swasta
SMAN 1 CIBUNGBULANG,sman 1 cibungbulang,sma,,Kab. Bogor,20231324,school_pdf,,approved,Negeri
SMAN 1 JONGGOL,sman 1 jonggol,sma,,Kab. Bogor,20200680,school_pdf,,approved,Negeri
SMAN 1 LEUWILIANG,sman 1 leuwiliang,sma,,Kab. Bogor,20200601,school_pdf,,approved,Negeri
SMAN 1 CIEMAS,sman 1 ciemas,sma,,Kab. Sukabumi,60726697,school_pdf,,approved,Negeri
SMAN 1 SIMPENAN,sman 1 simpenan,sma,,Kab. Sukabumi,20202258,school_pdf,,approved,Negeri
SMA IT ATTA AWUN,sma it atta awun,sma,,Kab. Garut,69980025,school_pdf,,approved,Swasta
SMK Islam Terpadu IQRO Leles,smk islam terpadu iqro leles,smk,,Kab. Garut,69882346,school_pdf,,approved,Swasta
SMKS BINA MANDIRI,smks bina mandiri,smk,,Kota Depok,20268871,school_pdf,,approved,Swasta
SMAS BINA INSAN JONGGOL,smas bina insan jonggol,sma,,Kab. Bogor,20232353,school_pdf,,approved,Swasta
SMAS HANURA,smas hanura,sma,,Kab. Bogor,20232337,school_pdf,,approved,Swasta
SMAS HARAPAN BANGSA,smas harapan bangsa,sma,,Kab. Bogor,20200688,school_pdf,,approved,Swasta
SMAS NURUL FALAAH,smas nurul falaah,sma,,Kab. Bogor,20252959,school_pdf,,approved,Swasta
SMAS PGRI CIAWI,smas pgri ciawi,sma,,Kab. Bogor,20232392,school_pdf,,approved,Swasta
SMAS PGRI JONGGOL,smas pgri jonggol,sma,,Kab. Bogor,20232391,school_pdf,,approved,Swasta
SMA KP 1 PASEH,sma kp 1 paseh,sma,,Kab. Bandung,20227850,school_pdf,,approved,Swasta
SMK BOASH 1,smk boash 1,smk,,Kab. Bogor,20232487,school_pdf,,approved,Swasta
SMK BUKIT GLORIA,smk bukit gloria,smk,,Kab. Bogor,69878508,school_pdf,,approved,Swasta
SMK CAHAYA,smk cahaya,smk,,Kab. Bogor,20254845,school_pdf,,approved,Swasta
SMK FAJAR UTAMA,smk fajar utama,smk,,Kab. Bogor,70023638,school_pdf,,approved,Swasta
SMK GLOBAL SURYA PRATAMA,smk global surya pratama,smk,,Kab. Bogor,69908501,school_pdf,,approved,Swasta
SMAS PGRI LEUWILIANG,smas pgri leuwiliang,sma,,Kab. Bogor,20200669,school_pdf,,approved,Swasta
SMA Qur`an el Tahdh,sma qur`an el tahdh,sma,,Kab. Bogor,70026792,school_pdf,,approved,Swasta
SMAN 1 RANCABUNGUR,sman 1 rancabungur,sma,,Kab. Bogor,69754446,school_pdf,,approved,Negeri
SMA SINAR ISLAM ASIA PASIFIC BOARDING SCHOOL,sma sinar islam asia pasific boarding school,sma,,Kab. Bogor,70029923,school_pdf,,approved,Swasta
SMK AVICENNA MANDIRI,smk avicenna mandiri,smk,,Kab. Bogor,69888840,school_pdf,,approved,Swasta
SMK BINA MANDIRI MULTIMEDIA,smk bina mandiri multimedia,smk,,Kab. Bogor,69984405,school_pdf,,approved,Swasta
SMKS MADANI,smks madani,smk,,Kota Depok,20258060,school_pdf,,approved,Swasta
SMK BINASENA,smk binasena,smk,,Kab. Bogor,69859698,school_pdf,,approved,Swasta
SMK GOLDEN,smk golden,smk,,Kab. Bogor,69967704,school_pdf,,approved,Swasta
SMK INFORMATIKA BINA GENERASI 3,smk informatika bina generasi 3,smk,,Kab. Bogor,69877619,school_pdf,,approved,Swasta
SMK NEGERI 1 KEMANG,smk negeri 1 kemang,smk,,Kab. Bogor,69955278,school_pdf,,approved,Negeri
SMAN 1 MEGAMENDUNG,sman 1 megamendung,sma,,Kab. Bogor,20232380,school_pdf,,approved,Negeri
SMAN 1 PAMIJAHAN,sman 1 pamijahan,sma,,Kab. Bogor,20231334,school_pdf,,approved,Negeri
SMAN 1 LOSARANG,sman 1 losarang,sma,,Kab. Indramayu,20215974,school_pdf,,approved,Negeri
SMKS YADIKA CIREBON,smks yadika cirebon,smk,,Kab. Cirebon,20245300,school_pdf,,approved,Swasta
SMAN 1 PARUNG,sman 1 parung,sma,,Kab. Bogor,20200602,school_pdf,,approved,Negeri
SMK NAGRAK,smk nagrak,smk,,Kab. Purwakarta,69946486,school_pdf,,approved,Swasta
SMKN 1 PATOKBEUSI,smkn 1 patokbeusi,smk,,Kab. Subang,69757494,school_pdf,,approved,Negeri
SMAS YASTI CISAAT,smas yasti cisaat,sma,,Kab. Sukabumi,20247172,school_pdf,,approved,Swasta
SMAS KEMAH IND 2,smas kemah ind 2,sma,,Kota Bandung,20219734,school_pdf,,approved,Swasta
SMKN 1 CIREBON,smkn 1 cirebon,smk,,Kota Cirebon,20222174,school_pdf,,approved,Negeri
SMA IT AS - SYAKUR,sma it as - syakur,sma,,Kab. Garut,69894140,school_pdf,,approved,Swasta
SMAS TARBIYATUL FALAH,smas tarbiyatul falah,sma,,Kab. Bogor,20200674,school_pdf,,approved,Swasta
SMK 2 PEMBINA BANGSA,smk 2 pembina bangsa,smk,,Kab. Bogor,69880577,school_pdf,,approved,Swasta
SMK AL - MUTTAQIEN,smk al - muttaqien,smk,,Kab. Bogor,69880578,school_pdf,,approved,Swasta
SMK AL-FURQON,smk al-furqon,smk,,Kab. Bogor,69909748,school_pdf,,approved,Swasta
SMK KOMPUTER INDONESIA,smk komputer indonesia,smk,,Kab. Bogor,69895414,school_pdf,,approved,Swasta
SMKS YPUI,smks ypui,smk,,Kab. Bogor,20268527,school_pdf,,approved,Swasta
SMAN 3 SUKABUMI,sman 3 sukabumi,sma,,Kota Sukabumi,20221561,school_pdf,,approved,Negeri
SMK PGRI KLARI,smk pgri klari,smk,,Kab. Karawang,20271592,school_pdf,,approved,Swasta
SMK IT AL JUNAEDIYAH,smk it al junaediyah,smk,,Kab. Sukabumi,69883649,school_pdf,,approved,Swasta
SMKS SUKARAJA,smks sukaraja,smk,,Kab. Tasikmalaya,20269135,school_pdf,,approved,Swasta
SMK MANUK HEULANG,smk manuk heulang,smk,,Kab. Tasikmalaya,69878671,school_pdf,,approved,Swasta
SMK NAHDLATUL ULAMA AL-MINHAJ,smk nahdlatul ulama al-minhaj,smk,,Kab. Bogor,20270546,school_pdf,,approved,Swasta
SMK PLUS INSAN CEMERLANG,smk plus insan cemerlang,smk,,Kab. Bogor,69830586,school_pdf,,approved,Swasta
SMK PLUS PELITA NUSANTARA,smk plus pelita nusantara,smk,,Kab. Bogor,69978524,school_pdf,,approved,Swasta
SMK PLUS PGRI 1 CIBINONG,smk plus pgri 1 cibinong,smk,,Kab. Bogor,20231431,school_pdf,,approved,Swasta
SMK PUTRA MANDIRI BANGSA,smk putra mandiri bangsa,smk,,Kab. Bogor,69816347,school_pdf,,approved,Swasta
SMK TERPADU RANGGANIS,smk terpadu rangganis,smk,,Kab. Bogor,69888795,school_pdf,,approved,Swasta
SMK TRI PATRIA BOGOR,smk tri patria bogor,smk,,Kab. Bogor,70027865,school_pdf,,approved,Swasta
SMKN 1 CIANJUR,smkn 1 cianjur,smk,,Kab. Cianjur,20203872,school_pdf,,approved,Negeri
SMAS PGRI 3,smas pgri 3,sma,,Kota Bandung,20265521,school_pdf,,approved,Swasta
SMK IT BINA WARGA,smk it bina warga,smk,,Kab. Cianjur,69883258,school_pdf,,approved,Swasta
SMAN 4 CIREBON,sman 4 cirebon,sma,,Kota Cirebon,20222367,school_pdf,,approved,Negeri
SMK NURUL FALAH,smk nurul falah,smk,,Kab. Tasikmalaya,69934752,school_pdf,,approved,Swasta
SMKS 2 TRIPLE J CITEUREUP,smks 2 triple j citeureup,smk,,Kab. Bogor,20232491,school_pdf,,approved,Swasta
SMKS ADI SANGGORO,smks adi sanggoro,smk,,Kab. Bogor,20231368,school_pdf,,approved,Swasta
SMKS AGRIBISNIS DAN AGROTEKNOLOGI AMERTA,smks agribisnis dan agroteknologi amerta,smk,,Kab. Bogor,20258339,school_pdf,,approved,Swasta
SMKS AL AMIN,smks al amin,smk,,Kab. Bogor,20232415,school_pdf,,approved,Swasta
SMAN 1 JATISARI,sman 1 jatisari,sma,,Kab. Karawang,20217785,school_pdf,,approved,Negeri
SMKS PGRI 2 KARAWANG,smks pgri 2 karawang,smk,,Kab. Karawang,20217797,school_pdf,,approved,Swasta
SMKS AL-HAFIZ,smks al-hafiz,smk,,Kab. Sukabumi,69734380,school_pdf,,approved,Swasta
SMKS IT MADANI,smks it madani,smk,,Kota Sukabumi,69754839,school_pdf,,approved,Swasta
SMK AL LUTFHI,smk al lutfhi,smk,,Kab. Cianjur,69947490,school_pdf,,approved,Swasta
SMKS PASUNDAN 2 BANDUNG,smks pasundan 2 bandung,smk,,Kota Bandung,20219148,school_pdf,,approved,Swasta
SMK PASUNDAN 2 BANJARAN,smk pasundan 2 banjaran,smk,,Kab. Bandung,20206220,school_pdf,,approved,Swasta
SMK TRIMITSA,smk trimitsa,smk,,Kab. Bogor,69759136,school_pdf,,approved,Swasta
SMKN 1 CIBINONG,smkn 1 cibinong,smk,,Kab. Bogor,20231420,school_pdf,,approved,Negeri
SMKN 1 GUNUNG SINDUR,smkn 1 gunung sindur,smk,,Kab. Bogor,20271184,school_pdf,,approved,Negeri
SMKS PGRI KARISMA BANGSA,smks pgri karisma bangsa,smk,,Kab. Bogor,20268443,school_pdf,,approved,Swasta
SMA PLUS AD DA`WAH,sma plus ad da`wah,sma,,Kab. Cianjur,20203696,school_pdf,,approved,Swasta
SMK MASTER INDONESIA,smk master indonesia,smk,,Kab. Bogor,69862572,school_pdf,,approved,Swasta
SMA PASUNDAN 2,sma pasundan 2,sma,,Kota Cimahi,20224105,school_pdf,,approved,Swasta
SMK MATUSHA DWI ELANG,smk matusha dwi elang,smk,,Kab. Bogor,69954269,school_pdf,,approved,Swasta
SMK NAHDLATUL ULAMA,smk nahdlatul ulama,smk,,Kab. Bogor,69880403,school_pdf,,approved,Swasta
SMKN 1 LEUWILIANG,smkn 1 leuwiliang,smk,,Kab. Bogor,20270736,school_pdf,,approved,Negeri
SMKS 1 AMAL MULIA,smks 1 amal mulia,smk,,Kab. Bogor,20231375,school_pdf,,approved,Swasta
SMKS AL BANA,smks al bana,smk,,Kab. Bogor,69786949,school_pdf,,approved,Swasta
SMKS AL BASYARIAH,smks al basyariah,smk,,Kab. Bogor,20232416,school_pdf,,approved,Swasta
SMKS AL HAFIDZ,smks al hafidz,smk,,Kab. Bogor,69762769,school_pdf,,approved,Swasta
SMKS AMALIAH 1,smks amaliah 1,smk,,Kab. Bogor,20270996,school_pdf,,approved,Swasta
SMKS AN-NUR CARIU,smks an-nur cariu,smk,,Kab. Bogor,69786623,school_pdf,,approved,Swasta
SMKS ARRAHMANIYAH,smks arrahmaniyah,smk,,Kab. Bogor,20258348,school_pdf,,approved,Swasta
SMKS AULIA,smks aulia,smk,,Kab. Bogor,20271915,school_pdf,,approved,Swasta
SMKS AVICENA,smks avicena,smk,,Kab. Bogor,20231381,school_pdf,,approved,Swasta
SMKS BHAKTI CANDRA,smks bhakti candra,smk,,Kab. Bogor,20272075,school_pdf,,approved,Swasta
SMKS BHINNEKA NUSANTARA,smks bhinneka nusantara,smk,,Kab. Bogor,20271579,school_pdf,,approved,Swasta
SMKS BINA CENDIKIA,smks bina cendikia,smk,,Kab. Bogor,69755802,school_pdf,,approved,Swasta
SMKS MULIA BUANA,smks mulia buana,smk,,Kab. Bogor,20258522,school_pdf,,approved,Swasta
SMKS JAYA TAMA BANGSA,smks jaya tama bangsa,smk,,Kab. Sukabumi,69727426,school_pdf,,approved,Swasta
SMKS YASHIKA,smks yashika,smk,,Kab. Sukabumi,20253315,school_pdf,,approved,Swasta
SMK IT PERMATA HATI,smk it permata hati,smk,,Kab. Cianjur,69899988,school_pdf,,approved,Swasta
SMKS BINA HARAPAN,smks bina harapan,smk,,Kab. Bogor,20253547,school_pdf,,approved,Swasta
SMKS BINTANG PELAJAR,smks bintang pelajar,smk,,Kab. Bogor,69725856,school_pdf,,approved,Swasta
SMKS BISTEK,smks bistek,smk,,Kab. Bogor,69753993,school_pdf,,approved,Swasta
SMKS BIT BINA AULIA,smks bit bina aulia,smk,,Kab. Bogor,20254256,school_pdf,,approved,Swasta
SMKS CAKRAWALA,smks cakrawala,smk,,Kab. Bogor,69755439,school_pdf,,approved,Swasta
SMKS CENDIKIA MUSLIM,smks cendikia muslim,smk,,Kab. Bogor,69754780,school_pdf,,approved,Swasta
SMKS DAARUL FATAA,smks daarul fataa,smk,,Kab. Bogor,20232442,school_pdf,,approved,Swasta
SMKS DARMA BAKTI,smks darma bakti,smk,,Kab. Bogor,20276164,school_pdf,,approved,Swasta
SMKS DARUL MUSLIM,smks darul muslim,smk,,Kab. Bogor,20280618,school_pdf,,approved,Swasta
SMKS FAJAR SENTOSA,smks fajar sentosa,smk,,Kab. Bogor,69768238,school_pdf,,approved,Swasta
SMKS GALILEO,smks galileo,smk,,Kab. Bogor,20232445,school_pdf,,approved,Swasta
SMKS GARUDA SATYA,smks garuda satya,smk,,Kab. Bogor,20252891,school_pdf,,approved,Swasta
SMKS GENERASI MANDIRI GUNUNG PUTRI,smks generasi mandiri gunung putri,smk,,Kab. Bogor,20232448,school_pdf,,approved,Swasta
SMKS GIRI TARUNA 2,smks giri taruna 2,smk,,Kab. Bogor,20232449,school_pdf,,approved,Swasta
SMKS HARAPAN,smks harapan,smk,,Kab. Bogor,20253548,school_pdf,,approved,Swasta
SMKS HARAPAN KITA BOGOR,smks harapan kita bogor,smk,,Kab. Bogor,20231403,school_pdf,,approved,Swasta
SMKS HUMANIKA 2,smks humanika 2,smk,,Kab. Bogor,69755276,school_pdf,,approved,Swasta
SMKS INSAN KREATIF,smks insan kreatif,smk,,Kab. Bogor,20231405,school_pdf,,approved,Swasta
SMKS INSAN MADANI,smks insan madani,smk,,Kab. Bogor,20280616,school_pdf,,approved,Swasta
SMKS ISLAM PERMATASARI 1,smks islam permatasari 1,smk,,Kab. Bogor,20200605,school_pdf,,approved,Swasta
SMKS IT AL ASIYAH,smks it al asiyah,smk,,Kab. Bogor,20269154,school_pdf,,approved,Swasta
SMKS BUDINIAH,smks budiniah,smk,,Kab. Bogor,20231394,school_pdf,,approved,Swasta
SMKS KESEHATAN AL IKHLAS,smks kesehatan al ikhlas,smk,,Kab. Bogor,20253162,school_pdf,,approved,Swasta
SMKS KUSUMA BANGSA,smks kusuma bangsa,smk,,Kab. Bogor,20268466,school_pdf,,approved,Swasta
SMKS KUSUMA BANGSA YASTIA,smks kusuma bangsa yastia,smk,,Kab. Bogor,20254275,school_pdf,,approved,Swasta
SMKS LABORATORIUM INDONESIA,smks laboratorium indonesia,smk,,Kab. Bogor,20253855,school_pdf,,approved,Swasta
SMKS MA`ARIF NU CIOMAS,smks ma`arif nu ciomas,smk,,Kab. Bogor,69768294,school_pdf,,approved,Swasta
SMKS MADANI 2,smks madani 2,smk,,Kab. Bogor,69754226,school_pdf,,approved,Swasta
SMKS MANDIRI,smks mandiri,smk,,Kab. Bogor,20232458,school_pdf,,approved,Swasta
SMKS MEDIA TEKNOLOGI,smks media teknologi,smk,,Kab. Bogor,20254047,school_pdf,,approved,Swasta
SMKS MEKANIK CIBINONG,smks mekanik cibinong,smk,,Kab. Bogor,20231411,school_pdf,,approved,Swasta
SMKS MOTIVASI INSANI,smks motivasi insani,smk,,Kab. Bogor,20231414,school_pdf,,approved,Swasta
SMKS MUHAMMADIYAH 1 CILEUNGSI,smks muhammadiyah 1 cileungsi,smk,,Kab. Bogor,20231415,school_pdf,,approved,Swasta
SMKS MUHAMMADIYAH 6 LEUWILIANG,smks muhammadiyah 6 leuwiliang,smk,,Kab. Bogor,20272053,school_pdf,,approved,Swasta
SMKS MUTIARA INSANI,smks mutiara insani,smk,,Kab. Bogor,20269719,school_pdf,,approved,Swasta
SMKS MUTIARA INSANI PARUNG,smks mutiara insani parung,smk,,Kab. Bogor,20275885,school_pdf,,approved,Swasta
SMKS MUTIARA LIDO,smks mutiara lido,smk,,Kab. Bogor,69755750,school_pdf,,approved,Swasta
SMKS NUANSA BOGOR,smks nuansa bogor,smk,,Kab. Bogor,20232470,school_pdf,,approved,Swasta
SMKS NURFADILLAH,smks nurfadillah,smk,,Kab. Bogor,69759160,school_pdf,,approved,Swasta
SMKS NURUL HIDAYAH 1 BOGOR,smks nurul hidayah 1 bogor,smk,,Kab. Bogor,20232471,school_pdf,,approved,Swasta
SMKS NUSA BANGSA,smks nusa bangsa,smk,,Kab. Bogor,20271195,school_pdf,,approved,Swasta
SMKS NUSANTARA,smks nusantara,smk,,Kab. Bogor,20268288,school_pdf,,approved,Swasta
SMKS PANDU BOGOR,smks pandu bogor,smk,,Kab. Bogor,20231426,school_pdf,,approved,Swasta
SMKS PARIWISATA CITAYAM,smks pariwisata citayam,smk,,Kab. Bogor,20268832,school_pdf,,approved,Swasta
SMKS PELITA CIAMPEA 1,smks pelita ciampea 1,smk,,Kab. Bogor,20200606,school_pdf,,approved,Swasta
SMKS PELITA CIAMPEA 2,smks pelita ciampea 2,smk,,Kab. Bogor,20200607,school_pdf,,approved,Swasta
SMKS PELITA HUSADA,smks pelita husada,smk,,Kab. Bogor,10648871,school_pdf,,approved,Swasta
SMKS PGRI 2 CIBINONG,smks pgri 2 cibinong,smk,,Kab. Bogor,20232480,school_pdf,,approved,Swasta
SMKS PGRI PAMIJAHAN,smks pgri pamijahan,smk,,Kab. Bogor,20252939,school_pdf,,approved,Swasta
SMAS AL HIKMAH CIBATU,smas al hikmah cibatu,sma,,Kab. Garut,20227433,school_pdf,,approved,Swasta
SMKS PGRI SUKAMAKMUR,smks pgri sukamakmur,smk,,Kab. Bogor,20272048,school_pdf,,approved,Swasta
SMKS PIJAR ALAM 2,smks pijar alam 2,smk,,Kab. Bogor,69753949,school_pdf,,approved,Swasta
SMKS PUTRA NEGARA,smks putra negara,smk,,Kab. Bogor,20231436,school_pdf,,approved,Swasta
SMKS PUTRA PAKUAN,smks putra pakuan,smk,,Kab. Bogor,20254118,school_pdf,,approved,Swasta
SMKS PGRI BABAKANMADANG,smks pgri babakanmadang,smk,,Kab. Bogor,20232481,school_pdf,,approved,Swasta
SMKS SILIWANGI MANDIRI,smks siliwangi mandiri,smk,,Kab. Bogor,20280611,school_pdf,,approved,Swasta
SMAN 2 KLARI,sman 2 klari,sma,,Kab. Karawang,69915809,school_pdf,,approved,Negeri
SMKS SIRAJUL FALAH PARUNG,smks sirajul falah parung,smk,,Kab. Bogor,20258518,school_pdf,,approved,Swasta
SMKS SYADAM BOJONGGEDE,smks syadam bojonggede,smk,,Kab. Bogor,20271038,school_pdf,,approved,Swasta
SMKS TARUNA TERPADU 2,smks taruna terpadu 2,smk,,Kab. Bogor,20231440,school_pdf,,approved,Swasta
SMKS TEKNOLOGI INDONESIA,smks teknologi indonesia,smk,,Kab. Bogor,20279816,school_pdf,,approved,Swasta
SMKS TERPADU ANTAM BINA INSANI,smks terpadu antam bina insani,smk,,Kab. Bogor,20268252,school_pdf,,approved,Swasta
SMKS TI BUMI PUTRA CIBINONG,smks ti bumi putra cibinong,smk,,Kab. Bogor,69753668,school_pdf,,approved,Swasta
SMKS TRIDAYA CIBINONG,smks tridaya cibinong,smk,,Kab. Bogor,20232489,school_pdf,,approved,Swasta
SMKS WIDYA DHARMA 1 CITEUREUP BOGOR,smks widya dharma 1 citeureup bogor,smk,,Kab. Bogor,20232493,school_pdf,,approved,Swasta
SMKS WIRA BUANA 2,smks wira buana 2,smk,,Kab. Bogor,20268220,school_pdf,,approved,Swasta
SMKS WIRABUANA 1,smks wirabuana 1,smk,,Kab. Bogor,20268219,school_pdf,,approved,Swasta
SMKS WIRADIKARYA,smks wiradikarya,smk,,Kab. Bogor,20253598,school_pdf,,approved,Swasta
SMKS WIYATA MANDALA,smks wiyata mandala,smk,,Kab. Bogor,20200608,school_pdf,,approved,Swasta
SMKS YAPIA PARUNG,smks yapia parung,smk,,Kab. Bogor,20232499,school_pdf,,approved,Swasta
SMKS YASI 1 CILEBUT BOGOR,smks yasi 1 cilebut bogor,smk,,Kab. Bogor,20200599,school_pdf,,approved,Swasta
SMKS YASINA CIGOMBONG,smks yasina cigombong,smk,,Kab. Bogor,20231455,school_pdf,,approved,Swasta
SMKS YMA MEGAMENDUNG,smks yma megamendung,smk,,Kab. Bogor,20231459,school_pdf,,approved,Swasta
SMKS WIRANIAGA,smks wiraniaga,smk,,Kota Depok,20268580,school_pdf,,approved,Swasta
SMA NEGERI 10 DEPOK,sma negeri 10 depok,sma,,Kota Depok,69851425,school_pdf,,approved,Negeri
SMAN 10 BOGOR,sman 10 bogor,sma,,Kota Bogor,20220341,school_pdf,,approved,Negeri
SMAN 11 Kota Depok,sman 11 kota depok,sma,,Kota Depok,69857937,school_pdf,,approved,Negeri
SMAN 12 KOTA DEPOK,sman 12 kota depok,sma,,Kota Depok,69857938,school_pdf,,approved,Negeri
SMAN 13 Kota Depok,sman 13 kota depok,sma,,Kota Depok,69857939,school_pdf,,approved,Negeri
SMAN 3 BOGOR,sman 3 bogor,sma,,Kota Bogor,20220332,school_pdf,,approved,Negeri
SMAN 4 BOGOR,sman 4 bogor,sma,,Kota Bogor,20220334,school_pdf,,approved,Negeri
SMAN 5 BOGOR,sman 5 bogor,sma,,Kota Bogor,20238517,school_pdf,,approved,Negeri
SMAS BUDI UTOMO SUKMAJAYA,smas budi utomo sukmajaya,sma,,Kota Depok,20229149,school_pdf,,approved,Swasta
SMAS YZA 1 BOGOR TIMUR,smas yza 1 bogor timur,sma,,Kota Bogor,20220350,school_pdf,,approved,Swasta
SMK ASSALAMAH,smk assalamah,smk,,Kota Depok,20229209,school_pdf,,approved,Swasta
"SMK BUDI UTOMO 1, KOTA DEPOK","smk budi utomo 1, kota depok",smk,,Kota Depok,20229200,school_pdf,,approved,Swasta
SMK INSAN TEKNOLOGI JATI,smk insan teknologi jati,smk,,Kota Depok,20232540,school_pdf,,approved,Swasta
SMK IT AN NABA,smk it an naba,smk,,Kota Bogor,69853507,school_pdf,,approved,Swasta
SMK NUSA BHAKTI,smk nusa bhakti,smk,,Kota Depok,70046126,school_pdf,,approved,Swasta
SMK PLUS DAWATUL QURAN BOGOR,smk plus dawatul quran bogor,smk,,Kota Bogor,69932818,school_pdf,,approved,Swasta
SMK TAMANSISWA BOGOR,smk tamansiswa bogor,smk,,Kota Bogor,69947461,school_pdf,,approved,Swasta
SMKN 1 BOGOR,smkn 1 bogor,smk,,Kota Bogor,20220273,school_pdf,,approved,Negeri
SMKN 1 DEPOK,smkn 1 depok,smk,,Kota Depok,20229219,school_pdf,,approved,Negeri
SMKN 2 BOGOR,smkn 2 bogor,smk,,Kota Bogor,20220274,school_pdf,,approved,Negeri
SMKN 3 BOGOR,smkn 3 bogor,smk,,Kota Bogor,20220275,school_pdf,,approved,Negeri
SMKN 4 BOGOR,smkn 4 bogor,smk,,Kota Bogor,20258095,school_pdf,,approved,Negeri
SMKS 1 DASA SEMESTA BOGOR,smks 1 dasa semesta bogor,smk,,Kota Bogor,20220280,school_pdf,,approved,Swasta
SMKS 2 GRAFIKA DASA SEMESTA BOGOR,smks 2 grafika dasa semesta bogor,smk,,Kota Bogor,20235830,school_pdf,,approved,Swasta
SMKS BHAKTI INSANI BOGOR,smks bhakti insani bogor,smk,,Kota Bogor,20220309,school_pdf,,approved,Swasta
SMKS BHAKTI TARUNA 1 BOGOR,smks bhakti taruna 1 bogor,smk,,Kota Bogor,20220281,school_pdf,,approved,Swasta
SMKS BINA INSAN MANDIRI,smks bina insan mandiri,smk,,Kota Bogor,69774752,school_pdf,,approved,Swasta
SMKS BINA MANDIRI BOGOR,smks bina mandiri bogor,smk,,Kota Bogor,20238528,school_pdf,,approved,Swasta
SMKS BINA PROFESI BOGOR,smks bina profesi bogor,smk,,Kota Bogor,20220284,school_pdf,,approved,Swasta
SMKS BINA SEJAHTERA 3,smks bina sejahtera 3,smk,,Kota Bogor,69765806,school_pdf,,approved,Swasta
SMKS BINA SEJAHTERA 4,smks bina sejahtera 4,smk,,Kota Bogor,69765807,school_pdf,,approved,Swasta
SMKS BINA TAQWA,smks bina taqwa,smk,,Kota Depok,20271609,school_pdf,,approved,Swasta
SMKS BUDI UTOMO 2 DEPOK,smks budi utomo 2 depok,smk,,Kota Depok,20229201,school_pdf,,approved,Swasta
SMKS CITRA NEGARA DEPOK,smks citra negara depok,smk,,Kota Depok,20232537,school_pdf,,approved,Swasta
SMKS FAJAR DEPOK,smks fajar depok,smk,,Kota Depok,20229204,school_pdf,,approved,Swasta
